county_fips,tract_fips,year,measure_id,measure_name,data_value,low_ci,high_ci,unit,total_pop
36029,36029005202,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.6,3.2,4.0,%,2778
36029,36029006901,2023,BPHIGH,High blood pressure among adults,28.6,25.8,31.4,%,4201
36029,36029005802,2023,CHD,Coronary heart disease among adults,6.1,5.3,6.8,%,5582
36029,36029007304,2023,BPHIGH,High blood pressure among adults,29.3,26.0,32.5,%,6283
36029,36029013002,2023,STROKE,Stroke among adults,4.2,3.6,4.9,%,6053
36033,36033950701,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.1,10.0,12.2,%,1295
36029,36029980000,2023,OBESITY,Obesity among adults,28.6,24.3,32.9,%,1599
36031,36031961300,2023,LPA,No leisure-time physical activity among adults,24.9,20.7,29.4,%,1880
36029,36029016700,2023,CHD,Coronary heart disease among adults,8.5,7.5,9.6,%,2641
36029,36029007306,2023,COPD,Chronic obstructive pulmonary disease among adults,5.9,4.9,7.0,%,5438
36029,36029008400,2023,STROKE,Stroke among adults,3.4,3.0,3.8,%,2385
36029,36029010500,2023,STROKE,Stroke among adults,3.1,2.8,3.5,%,2435
36039,36039080800,2023,DIABETES,Diagnosed diabetes among adults,9.4,8.2,10.7,%,2160
36035,36035970800,2023,COPD,Chronic obstructive pulmonary disease among adults,14.2,11.8,16.4,%,2947
36029,36029011600,2023,CSMOKING,Current cigarette smoking among adults,10.3,7.9,12.8,%,2170
36045,36045060700,2023,COPD,Chronic obstructive pulmonary disease among adults,7.2,6.4,8.0,%,4204
36029,36029014801,2023,DIABETES,Diagnosed diabetes among adults,11.6,9.9,13.3,%,2604
36029,36029000200,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.6,6.0,7.4,%,4450
36029,36029003901,2023,DIABETES,Diagnosed diabetes among adults,21.8,19.3,24.4,%,1126
36039,36039080100,2023,OBESITY,Obesity among adults,34.1,26.9,40.7,%,3226
36029,36029015600,2023,CSMOKING,Current cigarette smoking among adults,14.6,12.3,17.0,%,1912
36039,36039081101,2023,COPD,Chronic obstructive pulmonary disease among adults,8.5,7.4,9.6,%,4049
36029,36029013701,2023,DIABETES,Diagnosed diabetes among adults,9.6,8.2,11.1,%,6368
36029,36029980000,2023,DIABETES,Diagnosed diabetes among adults,1.8,1.5,2.1,%,1599
36029,36029010902,2023,DIABETES,Diagnosed diabetes among adults,13.6,11.8,15.4,%,4540
36029,36029015001,2023,BPHIGH,High blood pressure among adults,32.8,29.6,35.8,%,5189
36045,36045060201,2023,BPHIGH,High blood pressure among adults,37.1,33.7,40.9,%,1773
36029,36029001404,2023,STROKE,Stroke among adults,10.7,9.6,11.9,%,1202
36029,36029010400,2023,OBESITY,Obesity among adults,38.9,34.3,43.4,%,2516
36029,36029008300,2023,CSMOKING,Current cigarette smoking among adults,17.7,15.0,20.6,%,2491
36029,36029000800,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.2,7.3,9.1,%,4636
36029,36029010001,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.4,7.6,9.3,%,2934
36031,36031960501,2023,LPA,No leisure-time physical activity among adults,22.5,18.6,26.8,%,2473
36029,36029012300,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.0,6.2,7.7,%,3843
36045,36045060402,2023,BPHIGH,High blood pressure among adults,31.4,28.2,34.6,%,2382
36031,36031961100,2023,CSMOKING,Current cigarette smoking among adults,14.8,11.9,17.6,%,2042
36037,36037951200,2023,LPA,No leisure-time physical activity among adults,23.0,18.6,27.6,%,4711
36029,36029010700,2023,DIABETES,Diagnosed diabetes among adults,10.9,9.3,12.5,%,2749
36031,36031960300,2023,DIABETES,Diagnosed diabetes among adults,10.0,8.7,11.6,%,2585
36029,36029008700,2023,CSMOKING,Current cigarette smoking among adults,11.6,9.0,14.4,%,4666
36029,36029014703,2023,CSMOKING,Current cigarette smoking among adults,9.0,7.2,10.9,%,4731
36047,36047000502,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.7,7.0,8.4,%,2640
36029,36029008101,2023,BPHIGH,High blood pressure among adults,32.9,29.7,36.0,%,5833
36029,36029013501,2023,LPA,No leisure-time physical activity among adults,21.1,17.0,25.4,%,7309
36045,36045060602,2023,CHD,Coronary heart disease among adults,2.8,2.5,3.1,%,3858
36029,36029014805,2023,CSMOKING,Current cigarette smoking among adults,10.5,8.1,12.9,%,2090
36047,36047001300,2023,BPHIGH,High blood pressure among adults,20.5,18.9,22.0,%,2465
36031,36031960200,2023,DIABETES,Diagnosed diabetes among adults,11.1,9.6,12.8,%,2486
36029,36029007103,2023,BPHIGH,High blood pressure among adults,34.7,31.6,37.8,%,1397
36029,36029012902,2023,DIABETES,Diagnosed diabetes among adults,10.8,9.1,12.5,%,4129
36029,36029014701,2023,DIABETES,Diagnosed diabetes among adults,8.0,6.8,9.3,%,5771
36029,36029002704,2023,OBESITY,Obesity among adults,33.4,29.4,37.4,%,2335
36043,36043010702,2023,STROKE,Stroke among adults,5.5,4.8,6.2,%,2064
36029,36029002704,2023,CANCER,Cancer (non-skin) or melanoma among adults,3.0,2.7,3.3,%,2335
36029,36029006601,2023,DIABETES,Diagnosed diabetes among adults,8.0,7.0,9.1,%,2498
36029,36029004100,2023,LPA,No leisure-time physical activity among adults,34.9,30.2,39.6,%,4813
36029,36029005700,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.7,4.2,5.2,%,3516
36035,36035970300,2023,CHD,Coronary heart disease among adults,8.8,7.7,10.0,%,3657
36029,36029007901,2023,COPD,Chronic obstructive pulmonary disease among adults,4.9,3.9,5.9,%,3025
36029,36029008700,2023,LPA,No leisure-time physical activity among adults,21.7,18.2,25.6,%,4666
36029,36029001403,2023,LPA,No leisure-time physical activity among adults,50.0,44.7,55.2,%,1781
36029,36029006801,2023,CSMOKING,Current cigarette smoking among adults,8.9,6.9,11.2,%,1063
36045,36045061900,2023,LPA,No leisure-time physical activity among adults,25.1,20.1,30.4,%,3560
36029,36029010103,2023,BPHIGH,High blood pressure among adults,29.3,26.3,32.2,%,3864
36037,36037950700,2023,DIABETES,Diagnosed diabetes among adults,10.7,9.1,12.4,%,2438
36045,36045062400,2023,STROKE,Stroke among adults,3.8,3.4,4.3,%,4630
36029,36029980500,2023,BPHIGH,High blood pressure among adults,9.0,7.7,10.4,%,963
36043,36043011302,2023,STROKE,Stroke among adults,4.0,3.5,4.5,%,3296
36045,36045060401,2023,CHD,Coronary heart disease among adults,6.8,6.0,7.7,%,3896
36039,36039081002,2023,STROKE,Stroke among adults,3.7,3.2,4.2,%,2518
36029,36029009900,2023,CSMOKING,Current cigarette smoking among adults,15.8,13.1,18.7,%,3775
36029,36029013400,2023,DIABETES,Diagnosed diabetes among adults,8.2,7.0,9.4,%,6594
36029,36029015002,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.2,9.2,11.2,%,3009
36029,36029010902,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.0,9.8,12.1,%,4540
36033,36033950501,2023,BPHIGH,High blood pressure among adults,37.5,33.6,41.7,%,3168
36029,36029016200,2023,COPD,Chronic obstructive pulmonary disease among adults,10.8,9.0,12.7,%,2333
36029,36029010002,2023,CHD,Coronary heart disease among adults,8.5,7.4,9.6,%,4434
36029,36029012502,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.6,9.5,11.8,%,1842
36029,36029008201,2023,CHD,Coronary heart disease among adults,7.3,6.3,8.2,%,2534
36029,36029010202,2023,COPD,Chronic obstructive pulmonary disease among adults,5.0,4.3,5.6,%,4018
36029,36029004701,2023,COPD,Chronic obstructive pulmonary disease among adults,9.0,7.7,10.6,%,2766
36029,36029010807,2023,DIABETES,Diagnosed diabetes among adults,10.6,9.0,12.1,%,5490
36045,36045060301,2023,COPD,Chronic obstructive pulmonary disease among adults,8.5,7.2,10.0,%,1633
36029,36029001602,2023,DIABETES,Diagnosed diabetes among adults,19.8,17.8,22.1,%,1358
36043,36043010701,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.5,9.4,11.6,%,2541
36037,36037950401,2023,COPD,Chronic obstructive pulmonary disease among adults,7.7,6.4,9.2,%,3367
36045,36045060902,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.6,7.8,9.5,%,2656
36029,36029005300,2023,COPD,Chronic obstructive pulmonary disease among adults,5.2,4.4,6.0,%,1184
36031,36031960901,2023,LPA,No leisure-time physical activity among adults,26.6,22.2,31.0,%,1519
36029,36029003302,2023,OBESITY,Obesity among adults,46.1,41.0,50.7,%,3877
36045,36045060806,2023,DIABETES,Diagnosed diabetes among adults,4.1,3.5,4.7,%,3359
36043,36043010702,2023,COPD,Chronic obstructive pulmonary disease among adults,13.5,11.4,15.6,%,2064
36047,36047003600,2023,LPA,No leisure-time physical activity among adults,20.2,17.6,23.1,%,3959
36033,36033951400,2023,STROKE,Stroke among adults,3.2,2.8,3.5,%,4763
36029,36029015700,2023,DIABETES,Diagnosed diabetes among adults,10.8,9.4,12.3,%,3504
36029,36029015302,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.6,9.5,11.7,%,2714
36029,36029015101,2023,STROKE,Stroke among adults,3.2,2.9,3.6,%,3121
36029,36029009301,2023,COPD,Chronic obstructive pulmonary disease among adults,5.3,4.4,6.3,%,5625
36043,36043010502,2023,CSMOKING,Current cigarette smoking among adults,12.9,10.2,15.8,%,1596
36029,36029003501,2023,BPHIGH,High blood pressure among adults,45.0,41.6,48.2,%,1722
36037,36037950800,2023,BPHIGH,High blood pressure among adults,35.4,31.4,39.6,%,3237
36029,36029010804,2023,CSMOKING,Current cigarette smoking among adults,12.1,9.9,14.4,%,4113
36029,36029003100,2023,OBESITY,Obesity among adults,44.6,39.9,49.0,%,2361
36029,36029014102,2023,CHD,Coronary heart disease among adults,6.6,5.8,7.3,%,5317
36047,36047000200,2023,LPA,No leisure-time physical activity among adults,31.4,27.6,35.3,%,1205
36037,36037950302,2023,STROKE,Stroke among adults,3.3,3.0,3.7,%,3160
36029,36029017301,2023,LPA,No leisure-time physical activity among adults,19.7,16.1,23.6,%,2973
36029,36029009112,2023,CSMOKING,Current cigarette smoking among adults,11.4,9.2,13.7,%,3295
36029,36029007102,2023,BPHIGH,High blood pressure among adults,37.4,34.4,40.4,%,2482
36031,36031961100,2023,OBESITY,Obesity among adults,34.8,28.4,41.4,%,2042
36045,36045061102,2023,OBESITY,Obesity among adults,37.3,32.3,42.4,%,2892
36029,36029003400,2023,LPA,No leisure-time physical activity among adults,38.5,34.3,42.7,%,3588
36029,36029940000,2023,LPA,No leisure-time physical activity among adults,35.7,31.5,39.7,%,2135
36043,36043010100,2023,CHD,Coronary heart disease among adults,7.9,7.1,8.7,%,5939
36029,36029006100,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.6,4.1,5.1,%,5155
36043,36043010100,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.2,9.3,11.2,%,5939
36039,36039080404,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.9,8.9,10.7,%,2001
36037,36037950100,2023,OBESITY,Obesity among adults,29.2,22.7,36.6,%,5422
36033,36033952000,2023,DIABETES,Diagnosed diabetes among adults,12.8,11.1,14.7,%,4953
36029,36029009112,2023,CANCER,Cancer (non-skin) or melanoma among adults,14.1,12.6,15.6,%,3295
36047,36047001501,2023,BPHIGH,High blood pressure among adults,19.7,18.1,21.3,%,5161
36045,36045060902,2023,COPD,Chronic obstructive pulmonary disease among adults,8.7,7.6,9.7,%,2656
36041,36041950100,2023,CHD,Coronary heart disease among adults,9.0,7.9,10.0,%,1146
36029,36029004500,2023,CSMOKING,Current cigarette smoking among adults,9.7,7.8,11.6,%,5529
36037,36037950302,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.7,8.8,10.7,%,3160
36029,36029000900,2023,STROKE,Stroke among adults,2.5,2.2,2.8,%,2349
36045,36045062100,2023,CSMOKING,Current cigarette smoking among adults,17.0,13.9,20.3,%,3818
36029,36029009701,2023,BPHIGH,High blood pressure among adults,34.0,30.5,37.2,%,3056
36045,36045061500,2023,LPA,No leisure-time physical activity among adults,25.8,21.9,30.1,%,4053
36029,36029010001,2023,LPA,No leisure-time physical activity among adults,25.9,21.3,30.4,%,2934
36029,36029008003,2023,OBESITY,Obesity among adults,30.6,26.4,34.9,%,5159
36029,36029002900,2023,CHD,Coronary heart disease among adults,7.8,6.9,8.7,%,2475
36029,36029007903,2023,LPA,No leisure-time physical activity among adults,21.8,18.0,25.9,%,3348
36029,36029003000,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.8,4.3,5.3,%,3092
36045,36045061500,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.7,6.0,7.4,%,4053
36029,36029014209,2023,LPA,No leisure-time physical activity among adults,19.7,15.9,23.9,%,3921
36029,36029010805,2023,BPHIGH,High blood pressure among adults,33.0,29.7,35.9,%,5036
36029,36029008500,2023,DIABETES,Diagnosed diabetes among adults,8.5,7.2,9.9,%,2569
36045,36045060402,2023,DIABETES,Diagnosed diabetes among adults,9.8,8.5,11.2,%,2382
36047,36047003000,2023,CSMOKING,Current cigarette smoking among adults,8.9,7.3,10.6,%,1811
36047,36047003101,2023,LPA,No leisure-time physical activity among adults,16.9,14.6,19.3,%,3395
36047,36047003000,2023,CHD,Coronary heart disease among adults,4.6,4.1,5.2,%,1811
36033,36033950301,2023,LPA,No leisure-time physical activity among adults,31.1,26.6,35.9,%,5147
36029,36029013501,2023,CSMOKING,Current cigarette smoking among adults,9.2,7.0,11.6,%,7309
36029,36029010804,2023,LPA,No leisure-time physical activity among adults,25.3,21.4,29.2,%,4113
36045,36045061300,2023,DIABETES,Diagnosed diabetes among adults,12.7,11.0,14.5,%,3101
36029,36029012002,2023,LPA,No leisure-time physical activity among adults,20.5,17.3,23.8,%,3755
36029,36029010400,2023,CHD,Coronary heart disease among adults,5.6,5.0,6.3,%,2516
36037,36037940100,2023,DIABETES,Diagnosed diabetes among adults,20.4,17.8,23.2,%,241
36029,36029016802,2023,CHD,Coronary heart disease among adults,6.8,5.9,7.7,%,1713
36047,36047002300,2023,COPD,Chronic obstructive pulmonary disease among adults,9.4,8.3,10.7,%,3940
36029,36029014805,2023,CHD,Coronary heart disease among adults,5.6,4.9,6.4,%,2090
36029,36029001500,2023,OBESITY,Obesity among adults,45.6,40.7,50.2,%,1612
36029,36029008001,2023,COPD,Chronic obstructive pulmonary disease among adults,6.7,5.5,8.1,%,5598
36029,36029005600,2023,CSMOKING,Current cigarette smoking among adults,16.9,14.3,19.6,%,4682
36029,36029014703,2023,BPHIGH,High blood pressure among adults,30.3,27.2,33.3,%,4731
36045,36045060700,2023,DIABETES,Diagnosed diabetes among adults,10.7,9.3,12.1,%,4204
36029,36029013802,2023,OBESITY,Obesity among adults,28.3,24.3,32.3,%,5384
36029,36029011000,2023,COPD,Chronic obstructive pulmonary disease among adults,7.9,6.7,9.2,%,1824
36045,36045060805,2023,CHD,Coronary heart disease among adults,1.3,1.1,1.5,%,4343
36029,36029004902,2023,DIABETES,Diagnosed diabetes among adults,7.0,6.0,8.1,%,4643
36037,36037950600,2023,BPHIGH,High blood pressure among adults,38.4,34.2,42.7,%,1918
36029,36029010902,2023,STROKE,Stroke among adults,4.7,4.1,5.3,%,4540
36029,36029016700,2023,BPHIGH,High blood pressure among adults,37.1,33.8,40.3,%,2641
36045,36045060601,2023,STROKE,Stroke among adults,3.1,2.8,3.4,%,3411
36029,36029003302,2023,DIABETES,Diagnosed diabetes among adults,22.4,19.8,24.9,%,3877
36033,36033940000,2023,CHD,Coronary heart disease among adults,6.8,5.9,7.8,%,3663
36029,36029005201,2023,LPA,No leisure-time physical activity among adults,17.7,14.8,21.1,%,3104
36045,36045061400,2023,CSMOKING,Current cigarette smoking among adults,21.4,18.0,25.2,%,3146
36041,36041950400,2023,CSMOKING,Current cigarette smoking among adults,17.0,14.2,20.2,%,1317
36029,36029006100,2023,LPA,No leisure-time physical activity among adults,32.2,28.2,36.3,%,5155
36029,36029007304,2023,CHD,Coronary heart disease among adults,5.3,4.5,6.3,%,6283
36029,36029005201,2023,CSMOKING,Current cigarette smoking among adults,8.0,6.1,10.3,%,3104
36031,36031960401,2023,BPHIGH,High blood pressure among adults,34.2,30.6,38.0,%,1120
36029,36029004601,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.3,4.8,5.8,%,3394
36037,36037950200,2023,CHD,Coronary heart disease among adults,7.1,6.4,8.0,%,5309
36029,36029003502,2023,COPD,Chronic obstructive pulmonary disease among adults,9.7,8.1,11.2,%,2272
36037,36037950301,2023,COPD,Chronic obstructive pulmonary disease among adults,7.4,6.4,8.5,%,2706
36045,36045061300,2023,LPA,No leisure-time physical activity among adults,33.2,28.2,38.2,%,3101
36029,36029012501,2023,CSMOKING,Current cigarette smoking among adults,15.1,12.1,18.0,%,4931
36029,36029001900,2023,BPHIGH,High blood pressure among adults,33.7,30.5,36.6,%,3189
36029,36029016801,2023,STROKE,Stroke among adults,5.0,4.5,5.7,%,2065
36039,36039080202,2023,DIABETES,Diagnosed diabetes among adults,10.6,9.1,12.0,%,2627
36029,36029004100,2023,CHD,Coronary heart disease among adults,6.6,5.8,7.4,%,4813
36045,36045060302,2023,OBESITY,Obesity among adults,36.4,31.4,41.7,%,2351
36029,36029012502,2023,LPA,No leisure-time physical activity among adults,26.2,22.1,30.3,%,1842
36045,36045060601,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.8,7.0,8.5,%,3411
36029,36029009800,2023,DIABETES,Diagnosed diabetes among adults,9.8,8.4,11.4,%,1712
36029,36029009301,2023,CHD,Coronary heart disease among adults,4.8,4.2,5.4,%,5625
36029,36029015504,2023,LPA,No leisure-time physical activity among adults,25.7,21.7,29.9,%,3463
36029,36029004601,2023,STROKE,Stroke among adults,2.9,2.6,3.2,%,3394
36035,36035971502,2023,DIABETES,Diagnosed diabetes among adults,12.3,10.5,14.0,%,2239
36031,36031960100,2023,CHD,Coronary heart disease among adults,7.4,6.6,8.3,%,2476
36029,36029014400,2023,DIABETES,Diagnosed diabetes among adults,9.6,8.3,10.9,%,4264
36029,36029010808,2023,LPA,No leisure-time physical activity among adults,25.0,21.2,29.1,%,3928
36029,36029013600,2023,DIABETES,Diagnosed diabetes among adults,8.9,7.5,10.3,%,2942
36029,36029005700,2023,OBESITY,Obesity among adults,40.1,35.4,44.8,%,3516
36029,36029014601,2023,COPD,Chronic obstructive pulmonary disease among adults,5.5,4.5,6.6,%,5261
36031,36031960800,2023,CANCER,Cancer (non-skin) or melanoma among adults,12.6,11.4,13.8,%,1905
36029,36029012501,2023,LPA,No leisure-time physical activity among adults,27.7,23.2,32.0,%,4931
36029,36029014605,2023,CHD,Coronary heart disease among adults,6.8,6.0,7.8,%,4041
36043,36043010701,2023,DIABETES,Diagnosed diabetes among adults,11.8,10.1,13.6,%,2541
36039,36039080201,2023,CHD,Coronary heart disease among adults,6.4,5.6,7.1,%,3741
36045,36045061101,2023,COPD,Chronic obstructive pulmonary disease among adults,8.2,7.3,9.2,%,2427
36047,36047003700,2023,DIABETES,Diagnosed diabetes among adults,3.5,3.1,4.0,%,4565
36029,36029010101,2023,LPA,No leisure-time physical activity among adults,22.5,18.6,26.7,%,4566
36029,36029011202,2023,COPD,Chronic obstructive pulmonary disease among adults,6.8,5.8,8.1,%,5370
36029,36029014704,2023,STROKE,Stroke among adults,4.3,3.6,5.0,%,4120
36045,36045062500,2023,STROKE,Stroke among adults,3.5,3.2,3.8,%,3305
36045,36045060500,2023,LPA,No leisure-time physical activity among adults,28.9,25.3,32.7,%,5514
36047,36047003900,2023,CHD,Coronary heart disease among adults,3.2,2.8,3.6,%,2644
36029,36029004902,2023,BPHIGH,High blood pressure among adults,24.6,22.0,27.2,%,4643
36029,36029014502,2023,OBESITY,Obesity among adults,32.4,27.9,36.9,%,2328
36029,36029015700,2023,STROKE,Stroke among adults,3.6,3.3,4.0,%,3504
36029,36029002900,2023,CSMOKING,Current cigarette smoking among adults,21.8,18.1,25.1,%,2475
36029,36029014207,2023,DIABETES,Diagnosed diabetes among adults,9.6,8.3,10.9,%,5404
36029,36029006602,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.6,9.6,11.6,%,2382
36029,36029014605,2023,LPA,No leisure-time physical activity among adults,21.2,18.0,24.7,%,4041
36043,36043010900,2023,OBESITY,Obesity among adults,37.6,32.0,43.8,%,3164
36029,36029015402,2023,STROKE,Stroke among adults,3.7,3.3,4.1,%,4889
36029,36029006602,2023,CHD,Coronary heart disease among adults,7.5,6.6,8.4,%,2382
36029,36029010809,2023,LPA,No leisure-time physical activity among adults,20.0,16.5,23.9,%,3261
36045,36045060601,2023,OBESITY,Obesity among adults,38.9,33.8,44.2,%,3411
36029,36029014801,2023,COPD,Chronic obstructive pulmonary disease among adults,9.0,7.4,10.7,%,2604
36029,36029014206,2023,CHD,Coronary heart disease among adults,4.4,3.8,5.1,%,7957
36029,36029013600,2023,BPHIGH,High blood pressure among adults,31.0,27.6,34.0,%,2942
36029,36029004100,2023,CSMOKING,Current cigarette smoking among adults,16.2,13.4,19.3,%,4813
36029,36029010003,2023,DIABETES,Diagnosed diabetes among adults,9.2,7.9,10.6,%,4084
36029,36029015002,2023,STROKE,Stroke among adults,3.1,2.8,3.5,%,3009
36039,36039080100,2023,STROKE,Stroke among adults,3.8,3.5,4.1,%,3226
36029,36029006602,2023,STROKE,Stroke among adults,3.9,3.5,4.4,%,2382
36029,36029009200,2023,BPHIGH,High blood pressure among adults,29.5,26.8,32.3,%,4570
36029,36029004402,2023,OBESITY,Obesity among adults,53.5,48.4,58.3,%,2900
36029,36029010500,2023,OBESITY,Obesity among adults,33.8,29.3,38.0,%,2435
36029,36029980300,2023,OBESITY,Obesity among adults,40.3,35.5,44.8,%,2193
36029,36029980300,2023,COPD,Chronic obstructive pulmonary disease among adults,5.1,4.4,5.9,%,2193
36035,36035971200,2023,STROKE,Stroke among adults,3.7,3.3,4.2,%,3634
36031,36031960100,2023,LPA,No leisure-time physical activity among adults,25.1,21.2,29.6,%,2476
36029,36029015202,2023,DIABETES,Diagnosed diabetes among adults,9.4,8.1,10.7,%,4854
36045,36045060401,2023,LPA,No leisure-time physical activity among adults,25.3,21.4,29.3,%,3896
36029,36029007103,2023,OBESITY,Obesity among adults,45.5,40.6,50.2,%,1397
36037,36037951400,2023,CSMOKING,Current cigarette smoking among adults,13.9,11.8,16.1,%,5501
36029,36029980500,2023,OBESITY,Obesity among adults,20.3,17.0,23.6,%,963
36035,36035970601,2023,BPHIGH,High blood pressure among adults,37.8,34.2,41.6,%,3999
36043,36043011001,2023,CHD,Coronary heart disease among adults,7.5,6.5,8.6,%,1927
36035,36035971000,2023,DIABETES,Diagnosed diabetes among adults,12.1,10.5,13.9,%,2517
36031,36031960901,2023,CANCER,Cancer (non-skin) or melanoma among adults,12.5,11.4,13.8,%,1519
36045,36045060901,2023,CSMOKING,Current cigarette smoking among adults,16.1,14.1,18.5,%,3067
36031,36031961400,2023,BPHIGH,High blood pressure among adults,39.8,35.7,43.9,%,1441
36029,36029012400,2023,OBESITY,Obesity among adults,41.6,36.9,46.4,%,2364
36029,36029007905,2023,BPHIGH,High blood pressure among adults,31.5,28.5,34.5,%,4488
36037,36037951300,2023,LPA,No leisure-time physical activity among adults,25.4,21.1,30.0,%,4070
36029,36029008400,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.9,8.0,9.8,%,2385
36029,36029013001,2023,STROKE,Stroke among adults,3.3,2.9,3.7,%,2996
36029,36029012002,2023,CSMOKING,Current cigarette smoking among adults,9.6,7.9,11.5,%,3755
36029,36029014704,2023,CANCER,Cancer (non-skin) or melanoma among adults,14.7,13.2,16.1,%,4120
36029,36029001700,2023,BPHIGH,High blood pressure among adults,39.6,36.4,42.6,%,1908
36037,36037950700,2023,LPA,No leisure-time physical activity among adults,26.9,22.2,32.0,%,2438
36029,36029004500,2023,LPA,No leisure-time physical activity among adults,20.3,17.1,23.5,%,5529
36039,36039080501,2023,COPD,Chronic obstructive pulmonary disease among adults,8.1,7.2,9.1,%,2675
36045,36045061400,2023,BPHIGH,High blood pressure among adults,38.7,35.3,42.5,%,3146
36029,36029002502,2023,DIABETES,Diagnosed diabetes among adults,20.4,18.2,22.8,%,2048
36029,36029001403,2023,CSMOKING,Current cigarette smoking among adults,24.4,20.5,28.4,%,1781
36029,36029001500,2023,COPD,Chronic obstructive pulmonary disease among adults,9.4,8.2,10.7,%,1612
36031,36031960502,2023,OBESITY,Obesity among adults,37.0,30.6,43.8,%,2672
36029,36029008900,2023,COPD,Chronic obstructive pulmonary disease among adults,5.3,4.2,6.7,%,4200
36041,36041950300,2023,CSMOKING,Current cigarette smoking among adults,12.4,9.7,15.2,%,1363
36033,36033950501,2023,OBESITY,Obesity among adults,41.8,35.0,48.8,%,3168
36029,36029017302,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.2,9.1,11.3,%,3957
36029,36029009900,2023,LPA,No leisure-time physical activity among adults,27.5,23.6,31.6,%,3775
36029,36029007102,2023,CSMOKING,Current cigarette smoking among adults,19.3,16.2,22.5,%,2482
36029,36029016801,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.1,4.5,5.6,%,2065
36031,36031961202,2023,CSMOKING,Current cigarette smoking among adults,16.2,12.7,19.8,%,2907
36035,36035970500,2023,STROKE,Stroke among adults,4.4,4.0,4.9,%,3966
36035,36035971200,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.8,7.9,9.7,%,3634
36029,36029009004,2023,DIABETES,Diagnosed diabetes among adults,10.1,8.5,11.9,%,3486
36029,36029016200,2023,BPHIGH,High blood pressure among adults,39.5,36.2,42.8,%,2333
36029,36029010902,2023,COPD,Chronic obstructive pulmonary disease among adults,9.0,7.6,10.4,%,4540
36029,36029005900,2023,CSMOKING,Current cigarette smoking among adults,21.2,18.3,24.3,%,4051
36039,36039080403,2023,LPA,No leisure-time physical activity among adults,22.6,18.8,26.5,%,1034
36039,36039080404,2023,LPA,No leisure-time physical activity among adults,27.1,22.7,31.3,%,2001
36039,36039081101,2023,DIABETES,Diagnosed diabetes among adults,12.4,10.7,14.0,%,4049
36029,36029002704,2023,STROKE,Stroke among adults,4.6,4.1,5.0,%,2335
36029,36029014603,2023,DIABETES,Diagnosed diabetes among adults,9.2,8.0,10.5,%,4753
36045,36045060201,2023,CHD,Coronary heart disease among adults,7.5,6.7,8.4,%,1773
36045,36045060201,2023,LPA,No leisure-time physical activity among adults,20.1,16.9,23.5,%,1773
36029,36029013202,2023,LPA,No leisure-time physical activity among adults,19.6,15.8,23.4,%,5440
36035,36035970200,2023,DIABETES,Diagnosed diabetes among adults,13.3,11.5,15.0,%,2489
36043,36043010300,2023,DIABETES,Diagnosed diabetes among adults,10.0,8.6,11.5,%,5631
36045,36045061500,2023,OBESITY,Obesity among adults,38.2,33.2,43.7,%,4053
36029,36029015001,2023,LPA,No leisure-time physical activity among adults,21.6,18.5,24.7,%,5189
36029,36029005000,2023,DIABETES,Diagnosed diabetes among adults,10.3,8.9,11.8,%,2538
36029,36029007104,2023,DIABETES,Diagnosed diabetes among adults,19.1,17.0,21.4,%,2646
36043,36043011302,2023,CHD,Coronary heart disease among adults,7.8,6.9,8.9,%,3296
36045,36045060602,2023,BPHIGH,High blood pressure among adults,19.8,17.6,22.3,%,3858
36029,36029013802,2023,CHD,Coronary heart disease among adults,5.9,5.1,6.7,%,5384
36041,36041950100,2023,STROKE,Stroke among adults,4.3,3.8,4.7,%,1146
36029,36029009401,2023,LPA,No leisure-time physical activity among adults,18.8,15.9,22.0,%,5763
36029,36029009115,2023,CSMOKING,Current cigarette smoking among adults,8.2,6.4,10.1,%,4478
36029,36029013501,2023,OBESITY,Obesity among adults,28.5,24.5,32.6,%,7309
